Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,indicator_label,indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,Current_Season_Week_Ending_Label,COVID_season,suppression_flag
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 3,09/21/2024 12:00:00 AM,3.3,2.1424,2877,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 3,09/21/2024 12:00:00 AM,27.6,10.755,122,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 3,09/21/2024 12:00:00 AM,18.3,8.8212,122,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,Up-to-date,Yes,September Week 3,09/21/2024 12:00:00 AM,5.2,2.7817,2983,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,Up-to-date,Yes,September Week 3,09/21/2024 12:00:00 AM,2.8,1.3316,4655,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 3,09/21/2024 12:00:00 AM,27.8,8.8554,146,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 3,09/21/2024 12:00:00 AM,5,1.5967,8756,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 3,09/21/2024 12:00:00 AM,22.5,9.3425,148,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 3,09/21/2024 12:00:00 AM,17.8,7.0505,151,09/21/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 2,09/14/2024 12:00:00 AM,35.1,11.9858,102,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 2,09/14/2024 12:00:00 AM,31.6,10.445,102,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,Up-to-date,Yes,September Week 2,09/14/2024 12:00:00 AM,2.9,1.4588,2983,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,Up-to-date,Yes,September Week 2,09/14/2024 12:00:00 AM,1.5,0.9932,2877,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 2,09/14/2024 12:00:00 AM,25,7.6189,177,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 2,09/14/2024 12:00:00 AM,41.5,6.4514,338,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 2,09/14/2024 12:00:00 AM,1.8,1.0118,4655,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 2,09/14/2024 12:00:00 AM,17.7,6.4603,177,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 2,09/14/2024 12:00:00 AM,55.6,8.7158,177,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 2,09/14/2024 12:00:00 AM,3.4,1.2215,8756,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 2,09/14/2024 12:00:00 AM,33,5.8669,338,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 2,09/14/2024 12:00:00 AM,26,7.5243,171,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 2,09/14/2024 12:00:00 AM,48.6,9.1249,171,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,Up-to-date,Yes,September Week 2,09/14/2024 12:00:00 AM,3.4,1.2215,8756,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 2,09/14/2024 12:00:00 AM,22.5,7.5115,171,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,Up-to-date,Yes,September Week 2,09/14/2024 12:00:00 AM,1.8,1.0118,4655,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 2,09/14/2024 12:00:00 AM,2.9,1.4588,2983,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 2,09/14/2024 12:00:00 AM,1.5,0.9932,2877,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 2,09/14/2024 12:00:00 AM,22.2,5.4937,338,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 2,09/14/2024 12:00:00 AM,31.8,11.708,102,09/14/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 1,09/07/2024 12:00:00 AM,23.5,11.8421,93,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 1,09/07/2024 12:00:00 AM,0.9,0.5605,4655,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 1,09/07/2024 12:00:00 AM,20.6,7.7991,93,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 1,09/07/2024 12:00:00 AM,33.3,7.8874,170,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 1,09/07/2024 12:00:00 AM,28.6,7.2487,170,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 1,09/07/2024 12:00:00 AM,55.1,12.8301,93,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 1,09/07/2024 12:00:00 AM,2.3,1.1375,8756,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 1,09/07/2024 12:00:00 AM,16.2,5.9901,151,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 1,09/07/2024 12:00:00 AM,58,9.1865,151,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 1,09/07/2024 12:00:00 AM,1.9,1.3871,2983,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 1,09/07/2024 12:00:00 AM,31.3,12.5901,99,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 1,09/07/2024 12:00:00 AM,35.8,7.9596,170,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 1,09/07/2024 12:00:00 AM,37.7,14.1649,99,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 1,09/07/2024 12:00:00 AM,23.9,8.4072,151,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,Up-to-date,Yes,September Week 1,09/07/2024 12:00:00 AM,0.9,0.5605,4655,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 1,09/07/2024 12:00:00 AM,1.2,1.0317,2877,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,Up-to-date,Yes,September Week 1,09/07/2024 12:00:00 AM,2.3,1.1375,8756,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,September Week 1,09/07/2024 12:00:00 AM,29.8,12.2913,99,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,Up-to-date,Yes,September Week 1,09/07/2024 12:00:00 AM,1.9,1.3871,2983,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,Up-to-date,Yes,September Week 1,09/07/2024 12:00:00 AM,1.2,1.0317,2877,09/07/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/26/2024 12:00:00 AM,51.8,22.8403,32,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,10/26/2024 12:00:00 AM,,,21,10/26/2024 12:00:00 AM,2024-2025,1
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/26/2024 12:00:00 AM,,,21,10/26/2024 12:00:00 AM,2024-2025,1
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/26/2024 12:00:00 AM,,,21,10/26/2024 12:00:00 AM,2024-2025,1
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/26/2024 12:00:00 AM,,,2983,10/26/2024 12:00:00 AM,2024-2025,1
COVID,State,Alaska,Overall,18+ years,Up-to-date,Yes,October Week 4,10/26/2024 12:00:00 AM,9.4,2.2312,2983,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,Up-to-date,Yes,October Week 4,10/26/2024 12:00:00 AM,13,4.4264,2877,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/26/2024 12:00:00 AM,13,4.4264,2877,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,10/26/2024 12:00:00 AM,27.4,9.4481,165,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/26/2024 12:00:00 AM,15.9,6.9773,165,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/26/2024 12:00:00 AM,43.7,10.5215,165,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,Up-to-date,Yes,October Week 4,10/26/2024 12:00:00 AM,17.6,2.0628,8756,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/26/2024 12:00:00 AM,17.6,2.0628,8756,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,10/26/2024 12:00:00 AM,29.6,6.9409,276,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/26/2024 12:00:00 AM,19.6,5.6988,276,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/26/2024 12:00:00 AM,33.2,6.7309,276,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,Up-to-date,Yes,October Week 4,10/26/2024 12:00:00 AM,7.7,2.0053,4655,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/26/2024 12:00:00 AM,7.7,2.0053,4655,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/26/2024 12:00:00 AM,9.1,9.5243,32,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,10/26/2024 12:00:00 AM,31.4,22.3354,32,10/26/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,10/19/2024 12:00:00 AM,23.7,4.7707,474,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/19/2024 12:00:00 AM,9.2,5.3949,131,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,Up-to-date,Yes,October Week 3,10/19/2024 12:00:00 AM,16.9,1.8377,8756,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/19/2024 12:00:00 AM,16.9,1.8377,8756,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/19/2024 12:00:00 AM,32,5.1049,474,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/19/2024 12:00:00 AM,9.4,2.2312,2983,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,10/19/2024 12:00:00 AM,28.8,13.4088,62,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/19/2024 12:00:00 AM,15.7,7.4952,136,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,Up-to-date,Yes,October Week 3,10/19/2024 12:00:00 AM,9.4,2.2312,2983,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,Up-to-date,Yes,October Week 3,10/19/2024 12:00:00 AM,11,2.7435,2877,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,10/19/2024 12:00:00 AM,31.6,10.6273,136,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/19/2024 12:00:00 AM,52.3,13.7064,62,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,10/19/2024 12:00:00 AM,15.5,7.0888,131,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,Up-to-date,Yes,October Week 3,10/19/2024 12:00:00 AM,7.7,2.0053,4655,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/19/2024 12:00:00 AM,67.5,10.279,131,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/19/2024 12:00:00 AM,41.7,12.3622,136,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/19/2024 12:00:00 AM,11,2.7435,2877,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/19/2024 12:00:00 AM,27.5,4.6825,474,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/19/2024 12:00:00 AM,9.5,7.7416,62,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/19/2024 12:00:00 AM,7.7,2.0053,4655,10/19/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,Up-to-date,Yes,October Week 2,10/12/2024 12:00:00 AM,8.7,1.7434,2983,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/12/2024 12:00:00 AM,10.6,4.3574,166,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/12/2024 12:00:00 AM,38.7,6.3476,316,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/12/2024 12:00:00 AM,23.9,5.1475,316,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/12/2024 12:00:00 AM,15,6.7001,134,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/12/2024 12:00:00 AM,22.8,5.8728,305,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,Up-to-date,Yes,October Week 2,10/12/2024 12:00:00 AM,15,1.7256,8756,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/12/2024 12:00:00 AM,8.7,1.7434,2983,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/12/2024 12:00:00 AM,45.6,7.2349,305,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,10/12/2024 12:00:00 AM,23,7.2157,166,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,10/12/2024 12:00:00 AM,40.2,11.4437,134,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/12/2024 12:00:00 AM,15,1.7256,8756,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Alaska,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,10/12/2024 12:00:00 AM,23,5.8965,305,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,Up-to-date,Yes,October Week 2,10/12/2024 12:00:00 AM,8.6,1.7673,2877,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,Up-to-date,Yes,October Week 2,10/12/2024 12:00:00 AM,6.9,1.7602,4655,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/12/2024 12:00:00 AM,59.5,7.9999,166,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Oregon,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,10/12/2024 12:00:00 AM,22.4,5.4038,316,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/12/2024 12:00:00 AM,36.2,10.5368,134,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Washington,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/12/2024 12:00:00 AM,8.6,1.7673,2877,10/12/2024 12:00:00 AM,2024-2025,0
COVID,State,Idaho,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/12/2024 12:00:00 AM,6.9,1.7602,4655,10/12/2024 12:00:00 AM,2024-2025,0
