State,Season,_WeekendDate,AgeCategory_Legend,Sex_Label,Race_Label,Type,WeeklyRate,CumulativeRate
Oregon,2024-25,2025-01-25,6mo-<12 months,All,All,Crude Rate,0,11.9
Oregon,2024-25,2025-01-18,6mo-<12 months,All,All,Crude Rate,0,11.9
Oregon,2024-25,2025-01-11,6mo-<12 months,All,All,Crude Rate,0,11.9
Oregon,2024-25,2025-01-04,6mo-<12 months,All,All,Crude Rate,11.9,11.9
Oregon,2024-25,2024-12-28,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-12-21,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-12-14,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-12-07,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-11-30,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-11-23,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-11-16,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-11-09,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-11-02,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-10-26,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-10-19,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-10-12,6mo-<12 months,All,All,Crude Rate,0,0
Oregon,2024-25,2024-10-05,6mo-<12 months,All,All,Crude Rate,0,0
New Mexico,2024-25,2025-07-05,6mo-<12 months,All,All,Crude Rate,0,225.8
New Mexico,2024-25,2025-06-28,6mo-<12 months,All,All,Crude Rate,0,225.8
New Mexico,2024-25,2025-06-21,6mo-<12 months,All,All,Crude Rate,0,225.8
New Mexico,2024-25,2025-06-14,6mo-<12 months,All,All,Crude Rate,0,225.8
New Mexico,2024-25,2025-06-07,6mo-<12 months,All,All,Crude Rate,0,225.8
New Mexico,2024-25,2025-05-31,6mo-<12 months,All,All,Crude Rate,16.1,225.8
New Mexico,2024-25,2025-05-24,6mo-<12 months,All,All,Crude Rate,0,209.6
New Mexico,2024-25,2025-05-17,6mo-<12 months,All,All,Crude Rate,0,209.6
New Mexico,2024-25,2025-05-10,6mo-<12 months,All,All,Crude Rate,0,209.6
New Mexico,2024-25,2025-05-03,6mo-<12 months,All,All,Crude Rate,0,209.6
New Mexico,2024-25,2025-04-26,6mo-<12 months,All,All,Crude Rate,16.1,209.6
New Mexico,2024-25,2025-04-19,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-04-12,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-04-05,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-03-29,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-03-22,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-03-15,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-03-08,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-03-01,6mo-<12 months,All,All,Crude Rate,0,193.5
New Mexico,2024-25,2025-02-22,6mo-<12 months,All,All,Crude Rate,16.1,193.5
New Mexico,2024-25,2025-02-15,6mo-<12 months,All,All,Crude Rate,0,177.4
New Mexico,2024-25,2025-02-08,6mo-<12 months,All,All,Crude Rate,0,177.4
New Mexico,2024-25,2025-02-01,6mo-<12 months,All,All,Crude Rate,16.1,177.4
New Mexico,2024-25,2025-01-25,6mo-<12 months,All,All,Crude Rate,0,161.3
New Mexico,2024-25,2025-01-18,6mo-<12 months,All,All,Crude Rate,32.3,161.3
New Mexico,2024-25,2025-01-11,6mo-<12 months,All,All,Crude Rate,16.1,129
New Mexico,2024-25,2025-01-04,6mo-<12 months,All,All,Crude Rate,16.1,112.9
New Mexico,2024-25,2024-12-28,6mo-<12 months,All,All,Crude Rate,0,96.8
New Mexico,2024-25,2024-12-21,6mo-<12 months,All,All,Crude Rate,0,96.8
New Mexico,2024-25,2024-12-14,6mo-<12 months,All,All,Crude Rate,0,96.8
New Mexico,2024-25,2024-12-07,6mo-<12 months,All,All,Crude Rate,0,96.8
New Mexico,2024-25,2024-11-30,6mo-<12 months,All,All,Crude Rate,16.1,96.8
New Mexico,2024-25,2024-11-23,6mo-<12 months,All,All,Crude Rate,0,80.6
New Mexico,2024-25,2024-11-16,6mo-<12 months,All,All,Crude Rate,0,80.6
New Mexico,2024-25,2024-11-09,6mo-<12 months,All,All,Crude Rate,16.1,80.6
New Mexico,2024-25,2024-11-02,6mo-<12 months,All,All,Crude Rate,16.1,64.5
New Mexico,2024-25,2024-10-26,6mo-<12 months,All,All,Crude Rate,0,48.4
New Mexico,2024-25,2024-10-19,6mo-<12 months,All,All,Crude Rate,16.1,48.4
New Mexico,2024-25,2024-10-12,6mo-<12 months,All,All,Crude Rate,0,32.3
New Mexico,2024-25,2024-10-05,6mo-<12 months,All,All,Crude Rate,32.3,32.3
California,2024-25,2025-07-05,6mo-<12 months,All,All,Crude Rate,0,28.1
California,2024-25,2025-06-28,6mo-<12 months,All,All,Crude Rate,0,28.1
California,2024-25,2025-06-21,6mo-<12 months,All,All,Crude Rate,0,28.1
California,2024-25,2025-06-14,6mo-<12 months,All,All,Crude Rate,0,28.1
California,2024-25,2025-06-07,6mo-<12 months,All,All,Crude Rate,0,28.1
California,2024-25,2025-05-31,6mo-<12 months,All,All,Crude Rate,0,28.1
California,2024-25,2025-05-24,6mo-<12 months,All,All,Crude Rate,5.6,28.1
California,2024-25,2025-05-17,6mo-<12 months,All,All,Crude Rate,0,22.5
California,2024-25,2025-05-10,6mo-<12 months,All,All,Crude Rate,5.6,22.5
California,2024-25,2025-05-03,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-04-26,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-04-19,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-04-12,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-04-05,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-03-29,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-03-22,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-03-15,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-03-08,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-03-01,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-02-22,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-02-15,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-02-08,6mo-<12 months,All,All,Crude Rate,0,16.9
California,2024-25,2025-02-01,6mo-<12 months,All,All,Crude Rate,5.6,16.9
California,2024-25,2025-01-25,6mo-<12 months,All,All,Crude Rate,0,11.3
California,2024-25,2025-01-18,6mo-<12 months,All,All,Crude Rate,0,11.3
California,2024-25,2025-01-11,6mo-<12 months,All,All,Crude Rate,0,11.3
California,2024-25,2025-01-04,6mo-<12 months,All,All,Crude Rate,0,11.3
California,2024-25,2024-12-28,6mo-<12 months,All,All,Crude Rate,5.6,11.3
California,2024-25,2024-12-21,6mo-<12 months,All,All,Crude Rate,0,5.6
California,2024-25,2024-12-14,6mo-<12 months,All,All,Crude Rate,0,5.6
California,2024-25,2024-12-07,6mo-<12 months,All,All,Crude Rate,0,5.6
California,2024-25,2024-11-30,6mo-<12 months,All,All,Crude Rate,5.6,5.6
California,2024-25,2024-11-23,6mo-<12 months,All,All,Crude Rate,0,0
California,2024-25,2024-11-16,6mo-<12 months,All,All,Crude Rate,0,0
California,2024-25,2024-11-09,6mo-<12 months,All,All,Crude Rate,0,0
California,2024-25,2024-11-02,6mo-<12 months,All,All,Crude Rate,0,0
California,2024-25,2024-10-26,6mo-<12 months,All,All,Crude Rate,0,0
California,2024-25,2024-10-19,6mo-<12 months,All,All,Crude Rate,0,0
California,2024-25,2024-10-12,6mo-<12 months,All,All,Crude Rate,0,0
California,2024-25,2024-10-05,6mo-<12 months,All,All,Crude Rate,0,0
Utah,2024-25,2025-07-05,12-17 years,All,All,Crude Rate,0,7.4
Utah,2024-25,2025-06-28,12-17 years,All,All,Crude Rate,0,7.4
Utah,2024-25,2025-06-21,12-17 years,All,All,Crude Rate,1.9,7.4
Utah,2024-25,2025-06-14,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-06-07,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-05-31,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-05-24,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-05-17,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-05-10,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-05-03,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-04-26,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-04-19,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-04-12,12-17 years,All,All,Crude Rate,0,5.6
Utah,2024-25,2025-04-05,12-17 years,All,All,Crude Rate,0.9,5.6
Utah,2024-25,2025-03-29,12-17 years,All,All,Crude Rate,0,4.6
Utah,2024-25,2025-03-22,12-17 years,All,All,Crude Rate,0,4.6
Utah,2024-25,2025-03-15,12-17 years,All,All,Crude Rate,0,4.6
Utah,2024-25,2025-03-08,12-17 years,All,All,Crude Rate,0,4.6
Utah,2024-25,2025-03-01,12-17 years,All,All,Crude Rate,0,4.6
Utah,2024-25,2025-02-22,12-17 years,All,All,Crude Rate,0.9,4.6
Utah,2024-25,2025-02-15,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2025-02-08,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2025-02-01,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2025-01-25,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2025-01-18,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2025-01-11,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2025-01-04,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2024-12-28,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2024-12-21,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2024-12-14,12-17 years,All,All,Crude Rate,0,3.7
Utah,2024-25,2024-12-07,12-17 years,All,All,Crude Rate,0.9,3.7
Utah,2024-25,2024-11-30,12-17 years,All,All,Crude Rate,0,2.8
Utah,2024-25,2024-11-23,12-17 years,All,All,Crude Rate,0,2.8
Utah,2024-25,2024-11-16,12-17 years,All,All,Crude Rate,0.9,2.8
Utah,2024-25,2024-11-09,12-17 years,All,All,Crude Rate,0,1.9
Utah,2024-25,2024-11-02,12-17 years,All,All,Crude Rate,0.9,1.9
Utah,2024-25,2024-10-26,12-17 years,All,All,Crude Rate,0,0.9
Utah,2024-25,2024-10-19,12-17 years,All,All,Crude Rate,0.9,0.9
Utah,2024-25,2024-10-12,12-17 years,All,All,Crude Rate,0,0
Utah,2024-25,2024-10-05,12-17 years,All,All,Crude Rate,0,0
Oregon,2024-25,2025-07-05,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-06-28,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-06-21,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-06-14,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-06-07,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-05-31,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-05-24,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-05-17,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-05-10,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-05-03,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-04-26,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-04-19,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-04-12,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-04-05,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-03-29,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-03-22,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-03-15,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-03-08,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-03-01,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-02-22,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-02-15,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-02-08,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-02-01,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-01-25,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-01-18,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-01-11,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2025-01-04,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-12-28,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-12-21,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-12-14,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-12-07,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-11-30,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-11-23,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-11-16,12-17 years,All,All,Crude Rate,0,1.6
Oregon,2024-25,2024-11-09,12-17 years,All,All,Crude Rate,0.8,1.6
Oregon,2024-25,2024-11-02,12-17 years,All,All,Crude Rate,0,0.8
Oregon,2024-25,2024-10-26,12-17 years,All,All,Crude Rate,0.8,0.8
Oregon,2024-25,2024-10-19,12-17 years,All,All,Crude Rate,0,0
Oregon,2024-25,2024-10-12,12-17 years,All,All,Crude Rate,0,0
Oregon,2024-25,2024-10-05,12-17 years,All,All,Crude Rate,0,0
New Mexico,2024-25,2025-07-05,12-17 years,All,All,Crude Rate,0,14
New Mexico,2024-25,2025-06-28,12-17 years,All,All,Crude Rate,0,14
New Mexico,2024-25,2025-06-21,12-17 years,All,All,Crude Rate,0,14
New Mexico,2024-25,2025-06-14,12-17 years,All,All,Crude Rate,0,14
New Mexico,2024-25,2025-06-07,12-17 years,All,All,Crude Rate,0,14
New Mexico,2024-25,2025-05-31,12-17 years,All,All,Crude Rate,1,14
New Mexico,2024-25,2025-05-24,12-17 years,All,All,Crude Rate,0,13
New Mexico,2024-25,2025-05-17,12-17 years,All,All,Crude Rate,0,13
New Mexico,2024-25,2025-05-10,12-17 years,All,All,Crude Rate,0,13
New Mexico,2024-25,2025-05-03,12-17 years,All,All,Crude Rate,0,13
New Mexico,2024-25,2025-04-26,12-17 years,All,All,Crude Rate,0,13
New Mexico,2024-25,2025-04-19,12-17 years,All,All,Crude Rate,0,13
New Mexico,2024-25,2025-04-12,12-17 years,All,All,Crude Rate,1,13
New Mexico,2024-25,2025-04-05,12-17 years,All,All,Crude Rate,0,12
New Mexico,2024-25,2025-03-29,12-17 years,All,All,Crude Rate,0,12
New Mexico,2024-25,2025-03-22,12-17 years,All,All,Crude Rate,0,12
New Mexico,2024-25,2025-03-15,12-17 years,All,All,Crude Rate,0,12
New Mexico,2024-25,2025-03-08,12-17 years,All,All,Crude Rate,0,12
New Mexico,2024-25,2025-03-01,12-17 years,All,All,Crude Rate,1,12
New Mexico,2024-25,2025-02-22,12-17 years,All,All,Crude Rate,0,11
New Mexico,2024-25,2025-02-15,12-17 years,All,All,Crude Rate,2,11
New Mexico,2024-25,2025-02-08,12-17 years,All,All,Crude Rate,0,9
New Mexico,2024-25,2025-02-01,12-17 years,All,All,Crude Rate,0,9
New Mexico,2024-25,2025-01-25,12-17 years,All,All,Crude Rate,1,9
New Mexico,2024-25,2025-01-18,12-17 years,All,All,Crude Rate,0,8
New Mexico,2024-25,2025-01-11,12-17 years,All,All,Crude Rate,0,8
New Mexico,2024-25,2025-01-04,12-17 years,All,All,Crude Rate,1,8
New Mexico,2024-25,2024-12-28,12-17 years,All,All,Crude Rate,1,7
New Mexico,2024-25,2024-12-21,12-17 years,All,All,Crude Rate,0,6
New Mexico,2024-25,2024-12-14,12-17 years,All,All,Crude Rate,0,6
New Mexico,2024-25,2024-12-07,12-17 years,All,All,Crude Rate,1,6
New Mexico,2024-25,2024-11-30,12-17 years,All,All,Crude Rate,1,5
New Mexico,2024-25,2024-11-23,12-17 years,All,All,Crude Rate,0,4
New Mexico,2024-25,2024-11-16,12-17 years,All,All,Crude Rate,0,4
New Mexico,2024-25,2024-11-09,12-17 years,All,All,Crude Rate,2,4
New Mexico,2024-25,2024-11-02,12-17 years,All,All,Crude Rate,0,2
New Mexico,2024-25,2024-10-26,12-17 years,All,All,Crude Rate,1,2
New Mexico,2024-25,2024-10-19,12-17 years,All,All,Crude Rate,1,1
New Mexico,2024-25,2024-10-12,12-17 years,All,All,Crude Rate,0,0
New Mexico,2024-25,2024-10-05,12-17 years,All,All,Crude Rate,0,0
California,2024-25,2025-07-05,12-17 years,All,All,Crude Rate,0,5.4
California,2024-25,2025-06-28,12-17 years,All,All,Crude Rate,0,5.4
California,2024-25,2025-06-21,12-17 years,All,All,Crude Rate,0,5.4
California,2024-25,2025-06-14,12-17 years,All,All,Crude Rate,0.4,5.4
California,2024-25,2025-06-07,12-17 years,All,All,Crude Rate,0,5
California,2024-25,2025-05-31,12-17 years,All,All,Crude Rate,0.4,5
California,2024-25,2025-05-24,12-17 years,All,All,Crude Rate,0,4.6
California,2024-25,2025-05-17,12-17 years,All,All,Crude Rate,0,4.6
California,2024-25,2025-05-10,12-17 years,All,All,Crude Rate,0.4,4.6
California,2024-25,2025-05-03,12-17 years,All,All,Crude Rate,0.4,4.2
California,2024-25,2025-04-26,12-17 years,All,All,Crude Rate,0.4,3.8
California,2024-25,2025-04-19,12-17 years,All,All,Crude Rate,0,3.3
California,2024-25,2025-04-12,12-17 years,All,All,Crude Rate,0,3.3
California,2024-25,2025-04-05,12-17 years,All,All,Crude Rate,0.4,3.3
California,2024-25,2025-03-29,12-17 years,All,All,Crude Rate,0,2.9
California,2024-25,2025-03-22,12-17 years,All,All,Crude Rate,0,2.9
California,2024-25,2025-03-15,12-17 years,All,All,Crude Rate,0.4,2.9
California,2024-25,2025-03-08,12-17 years,All,All,Crude Rate,0,2.5
California,2024-25,2025-03-01,12-17 years,All,All,Crude Rate,0,2.5
California,2024-25,2025-02-22,12-17 years,All,All,Crude Rate,0.4,2.5
California,2024-25,2025-02-15,12-17 years,All,All,Crude Rate,0.4,2.1
California,2024-25,2025-02-08,12-17 years,All,All,Crude Rate,0,1.7
California,2024-25,2025-02-01,12-17 years,All,All,Crude Rate,0,1.7
California,2024-25,2025-01-25,12-17 years,All,All,Crude Rate,0,1.7
California,2024-25,2025-01-18,12-17 years,All,All,Crude Rate,0,1.7
California,2024-25,2025-01-11,12-17 years,All,All,Crude Rate,0,1.7
California,2024-25,2025-01-04,12-17 years,All,All,Crude Rate,0.4,1.7
California,2024-25,2024-12-28,12-17 years,All,All,Crude Rate,0.4,1.3
California,2024-25,2024-12-21,12-17 years,All,All,Crude Rate,0,0.8
California,2024-25,2024-12-14,12-17 years,All,All,Crude Rate,0,0.8
California,2024-25,2024-12-07,12-17 years,All,All,Crude Rate,0,0.8
California,2024-25,2024-11-30,12-17 years,All,All,Crude Rate,0,0.8
California,2024-25,2024-11-23,12-17 years,All,All,Crude Rate,0.4,0.8
California,2024-25,2024-11-16,12-17 years,All,All,Crude Rate,0,0.4
California,2024-25,2024-11-09,12-17 years,All,All,Crude Rate,0,0.4
California,2024-25,2024-11-02,12-17 years,All,All,Crude Rate,0,0.4
California,2024-25,2024-10-26,12-17 years,All,All,Crude Rate,0,0.4
California,2024-25,2024-10-19,12-17 years,All,All,Crude Rate,0,0.4
California,2024-25,2024-10-12,12-17 years,All,All,Crude Rate,0.4,0.4
California,2024-25,2024-10-05,12-17 years,All,All,Crude Rate,0,0
Utah,2024-25,2025-07-05,0-17 years (Children),All,All,Crude Rate,0,14.3
Utah,2024-25,2025-06-28,0-17 years (Children),All,All,Crude Rate,0.3,14.3
Utah,2024-25,2025-06-21,0-17 years (Children),All,All,Crude Rate,1.4,14
Utah,2024-25,2025-06-14,0-17 years (Children),All,All,Crude Rate,0,12.6
Utah,2024-25,2025-06-07,0-17 years (Children),All,All,Crude Rate,0,12.6
Utah,2024-25,2025-05-31,0-17 years (Children),All,All,Crude Rate,0,12.6
Utah,2024-25,2025-05-24,0-17 years (Children),All,All,Crude Rate,0.7,12.6
Utah,2024-25,2025-05-17,0-17 years (Children),All,All,Crude Rate,0.3,12
Utah,2024-25,2025-05-10,0-17 years (Children),All,All,Crude Rate,0,11.6
Utah,2024-25,2025-05-03,0-17 years (Children),All,All,Crude Rate,0.3,11.6
Utah,2024-25,2025-04-26,0-17 years (Children),All,All,Crude Rate,0.7,11.3
Utah,2024-25,2025-04-19,0-17 years (Children),All,All,Crude Rate,0,10.6
Utah,2024-25,2025-04-12,0-17 years (Children),All,All,Crude Rate,0,10.6
Utah,2024-25,2025-04-05,0-17 years (Children),All,All,Crude Rate,0.7,10.6
Utah,2024-25,2025-03-29,0-17 years (Children),All,All,Crude Rate,0.3,9.9
Utah,2024-25,2025-03-22,0-17 years (Children),All,All,Crude Rate,0.7,9.6
Utah,2024-25,2025-03-15,0-17 years (Children),All,All,Crude Rate,0.3,8.9
Utah,2024-25,2025-03-08,0-17 years (Children),All,All,Crude Rate,0,8.5
Utah,2024-25,2025-03-01,0-17 years (Children),All,All,Crude Rate,0,8.5
Utah,2024-25,2025-02-22,0-17 years (Children),All,All,Crude Rate,1,8.5
Utah,2024-25,2025-02-15,0-17 years (Children),All,All,Crude Rate,0.7,7.5
